LAMMPS data file via write_data, version 16 Mar 2018, timestep = 1000000

13824 atoms
2 atom types

-1.1144529902474970e+01 1.1143585902474969e+01 xlo xhi
-1.1143885902474940e+01 1.1144229902474992e+01 ylo yhi
-1.1144732902474940e+01 1.1143382902474992e+01 zlo zhi

Masses

1 1
2 1

Atoms # full

4384 1 1 0.0000000000000000e+00 -9.6584820827249409e+00 -9.9741634528745013e+00 -9.7415192716362036e+00 1 0 0
4547 1 1 0.0000000000000000e+00 -3.0414367334375747e-01 8.2681278777910716e+00 -1.7555738734238524e+00 2 0 -2
6321 1 1 0.0000000000000000e+00 -9.9986186219520068e+00 -1.0096045569481305e+01 -8.9801873797573304e+00 0 0 0
11057 1 2 0.0000000000000000e+00 -9.0329550266693666e+00 -1.0161976725589733e+01 -8.4379608286262364e+00 -1 2 1
9257 1 2 0.0000000000000000e+00 -9.2359666418756827e+00 -8.7558285789490533e+00 -9.2754702770491662e+00 2 1 -1
10829 1 2 0.0000000000000000e+00 -2.3126783068346057e-01 -1.6610792973174604e-01 -1.0938634051356905e+01 1 -1 0
12028 1 2 0.0000000000000000e+00 -1.0567893274683495e+01 -9.7524583034763541e+00 -1.0169187299758130e+01 -1 0 -1
6501 1 1 0.0000000000000000e+00 -2.9091459237811286e+00 1.2098847414971381e-01 -1.0139996424740911e+01 -1 0 1
3704 1 1 0.0000000000000000e+00 -9.9721976451840533e+00 -9.3369015146594165e+00 -8.0177260116994837e+00 0 -1 1
8175 1 2 0.0000000000000000e+00 -1.7569096566777613e+00 9.6750013330564126e+00 -1.0084853460045561e+01 0 -2 0
1305 1 1 0.0000000000000000e+00 -1.0569755899577443e+01 -1.0648340530514117e+01 -1.0701806164924834e+01 1 1 1
13180 1 2 0.0000000000000000e+00 -1.1070045601775334e+01 -5.2896065385387603e+00 -4.6515359608558189e+00 1 2 1
4251 1 1 0.0000000000000000e+00 -3.4219642180631444e+00 6.7491724770834534e+00 -1.0496227032745345e+01 -2 0 0
5611 1 1 0.0000000000000000e+00 -6.1291535779690713e+00 1.8010153337502928e+00 -1.0875896032029937e+01 0 0 2
1575 1 1 0.0000000000000000e+00 -3.8081662335755295e+00 2.7831928190863078e+00 -1.0065185131736452e+01 0 0 0
6131 1 1 0.0000000000000000e+00 -1.8815260047180544e+00 7.9297987252160897e+00 -1.2298313134309655e+00 2 1 0
11135 1 2 0.0000000000000000e+00 -1.9026696382150785e+00 6.2026627115276991e+00 -1.0986236004112715e+01 2 0 0
2600 1 1 0.0000000000000000e+00 -6.3728387308275245e+00 -1.0454470307895033e+01 -9.6457576568171319e+00 0 0 0
6474 1 1 0.0000000000000000e+00 -6.9699376205654406e+00 -1.0643749820106361e+01 -1.0529006886243256e+01 1 0 1
7853 1 2 0.0000000000000000e+00 -8.5105338940332693e+00 -1.0195405439041755e+01 -9.6069518379478112e+00 1 1 1
2475 1 1 0.0000000000000000e+00 -6.1445981690890967e+00 7.5376611460561040e+00 -1.0651423160423031e+01 0 1 2
12229 1 2 0.0000000000000000e+00 -7.4917254539878773e+00 -1.0911750946860238e+01 -9.4021742327323992e+00 1 0 2
6113 1 1 0.0000000000000000e+00 -5.8732712087357282e+00 -1.0434633785560512e+01 -8.7917991816485319e+00 1 0 0
13015 1 2 0.0000000000000000e+00 -6.6542051842586236e+00 1.0806530305161084e+01 -9.5976413520445689e+00 0 -1 2
3292 1 1 0.0000000000000000e+00 -6.0027010613714209e+00 -4.9208545537436006e+00 -9.5525126580811488e+00 0 0 -2
12933 1 2 0.0000000000000000e+00 -8.4045090774758080e+00 1.1022250975404150e+01 -9.8429925517400125e+00 1 0 1
9084 1 2 0.0000000000000000e+00 -1.0459972790686580e+01 5.9142027194685394e+00 -8.5883821491853709e+00 2 0 0
3348 1 1 0.0000000000000000e+00 -9.3317256027970839e+00 -1.1099145599097517e+01 -9.0558374004983602e+00 -1 0 0
3353 1 1 0.0000000000000000e+00 -7.7768665498725476e-01 -1.1633342211788449e+00 -1.5831023059418623e+00 1 -1 0
4299 1 1 0.0000000000000000e+00 -1.0179468344894351e+01 5.3789682439295294e+00 -1.0755470702972602e+01 0 -2 -1
12355 1 2 0.0000000000000000e+00 -5.5909283828099632e+00 -8.9130814810242462e+00 -1.0264757093364317e+01 0 0 0
180 1 1 0.0000000000000000e+00 -1.0427872083187260e+01 5.7672075605248150e+00 -3.0352011166060695e+00 2 0 0
13693 1 2 0.0000000000000000e+00 -5.6686489686985411e+00 -1.1080352415370427e+01 -9.9577216179142560e+00 0 0 0
8876 1 2 0.0000000000000000e+00 -4.3166232546607155e+00 4.0355892917149241e+00 -1.0758546786850372e+01 0 0 0
13249 1 2 0.0000000000000000e+00 -6.7388209841686422e+00 -9.5428856568413583e+00 -1.0458594189204019e+01 2 1 1
4608 1 1 0.0000000000000000e+00 -1.3090507012762629e+00 6.9253246750154318e-01 -1.0374424494065677e+01 2 -1 1
3296 1 1 0.0000000000000000e+00 -5.2726245865484600e+00 -8.9930307052483549e+00 -9.0800700316025349e+00 2 -1 0
7954 1 2 0.0000000000000000e+00 -4.7186174925394022e+00 -8.8732558757183462e+00 -1.0109339137226121e+01 -1 -2 -1
3431 1 1 0.0000000000000000e+00 -5.1843645272814474e+00 -7.9228142697151398e+00 -1.0144943082477162e+01 -1 1 0
8663 1 2 0.0000000000000000e+00 -6.1123586665479772e+00 1.0623050970035949e+01 -1.0241604527528029e+01 0 0 1
10516 1 2 0.0000000000000000e+00 -6.1067325319012671e+00 -9.3957653329060911e+00 -9.7703478694003572e+00 -1 1 2
6256 1 1 0.0000000000000000e+00 -4.0412702341783406e+00 -1.0433394538174639e+01 -1.0519030971266044e+01 0 0 -1
301 1 1 0.0000000000000000e+00 -1.0489298308136323e+00 1.8794988507164412e-01 -3.1945973975827320e+00 0 0 0
2496 1 1 0.0000000000000000e+00 -4.8005397614411276e+00 1.0576196168563103e+01 -1.0329445048118821e+01 -1 -1 0
5243 1 1 0.0000000000000000e+00 -1.0880508790095078e+01 7.7167409055661427e+00 -2.9481520783884640e+00 1 -2 -1
6739 1 1 0.0000000000000000e+00 -3.8289644678725452e+00 -1.0462187879869720e+01 -9.5348332527806221e+00 1 2 0
6065 1 1 0.0000000000000000e+00 -2.7166812395508728e+00 -8.9065727600994400e+00 -9.7942446566905161e+00 -2 -1 1
10723 1 2 0.0000000000000000e+00 -1.4430732849120567e+00 -9.7703248409467029e+00 -8.8194510717971717e+00 0 0 -2
1914 1 1 0.0000000000000000e+00 -4.0367953897186659e-01 8.1431347746630767e+00 -1.0032765684094693e+01 -1 -1 0
11526 1 2 0.0000000000000000e+00 -3.1696049658106240e+00 -9.6707237432032294e+00 -1.0106143940859107e+01 0 0 2
10086 1 2 0.0000000000000000e+00 -2.7346344369561653e+00 -1.0264903713047516e+01 -9.7909643215727478e+00 1 0 0
1040 1 1 0.0000000000000000e+00 -4.5342305046638893e+00 -8.2090437008253581e+00 -1.0660251946275611e+01 0 0 1
1650 1 1 0.0000000000000000e+00 -8.5683054950918240e+00 -1.0747055552457482e+01 -1.0937643395535092e+01 3 1 2
5810 1 1 0.0000000000000000e+00 -1.4859986815806927e+00 -1.6888126129256325e+00 -9.9134603108305921e+00 0 0 2
1309 1 1 0.0000000000000000e+00 -1.1694872760123260e+00 -1.0748014523681436e+01 -1.0004081937111156e+01 0 2 2
12877 1 2 0.0000000000000000e+00 -1.0133800850514511e+01 1.4361348579220152e+00 -1.0773570623863296e+01 0 -1 0
8639 1 2 0.0000000000000000e+00 -9.0802587287262959e-01 -9.4108101230231771e+00 -9.9627592537934380e+00 1 1 2
9594 1 2 0.0000000000000000e+00 -1.0956012554019598e+01 6.9361273078335994e+00 -4.5981591522335812e+00 -1 -1 2
3686 1 1 0.0000000000000000e+00 -1.9256834206062461e+00 -9.5846577865741427e+00 -1.0538754171543136e+01 0 2 1
9523 1 2 0.0000000000000000e+00 -7.8575661000938624e-01 -1.0039438100052863e+01 -9.3236534541991496e+00 1 0 1
3455 1 1 0.0000000000000000e+00 -1.9377503428341090e+00 -9.0794918386180701e+00 -9.6321476274287789e+00 0 3 1
1974 1 1 0.0000000000000000e+00 -3.5156119011544185e-01 -8.4184388084148747e+00 -1.0414484661580570e+01 0 1 3
5780 1 1 0.0000000000000000e+00 -1.0516734072968115e+01 4.8087092282765980e+00 -9.0784672159986233e+00 0 0 -1
13794 1 2 0.0000000000000000e+00 -1.7675789109461260e+00 -8.9151740724248540e+00 -8.5823154838577302e+00 -1 0 0
964 1 1 0.0000000000000000e+00 -1.5202466920175421e+00 -1.1042010891141212e+01 -9.1489081311435072e+00 0 1 -1
4647 1 1 0.0000000000000000e+00 -3.9981763212377075e-01 -7.1590619126851909e+00 -8.5050081663536332e+00 -1 -2 1
4787 1 1 0.0000000000000000e+00 -1.6507943511353318e-02 -9.2355016240947165e+00 -1.0602457745805795e+01 2 0 -1
2368 1 1 0.0000000000000000e+00 -5.3178772268788235e+00 1.9657193029542359e+00 -1.0450984369956188e+01 -3 1 2
872 1 1 0.0000000000000000e+00 -1.0301862531828476e+01 -8.0863457051004008e+00 -9.6938240181204165e+00 1 2 -2
10545 1 2 0.0000000000000000e+00 -9.7962225822872959e+00 -7.2004909685383414e+00 -1.0417571470622875e+01 -1 -1 0
5467 1 1 0.0000000000000000e+00 -9.3118247961166940e+00 -9.3402657511379239e+00 -1.0245797298106250e+01 -1 1 1
7491 1 2 0.0000000000000000e+00 -1.0741746990629910e+01 -7.4178293576025318e+00 -1.0047263465878663e+01 -2 2 1
5449 1 1 0.0000000000000000e+00 -4.1452038441638592e+00 4.5917957151233182e+00 -9.9805963802853626e+00 1 -1 0
10611 1 2 0.0000000000000000e+00 -9.3721180607868053e+00 -7.4048967496743394e+00 -9.2910672473796936e+00 1 0 0
5149 1 1 0.0000000000000000e+00 -4.3411426764853163e+00 -1.9910469410424358e+00 -1.0944497005941635e+01 3 -1 -1
